,id,gnaf_address_id,street,suburb,postcode,state_code,latitude,longitude,type,land_sqm,bed,bath,car,floorplan,Unnamed: 0,Beds,Baths,Car,Lot,Valuation,SateType1,SaleType2,DateSold1,DateSold2,SoldPrice1,SoldPrice2,Picture,Blob,Street_Numb,Street_Name,Street_Suff
554,68267,5500348,129 Stephen Street,Blacktown,2148,NSW,-33.763121,150.92001,house,1012,3,1,0,TRUE,554,3,1,1,1017,"$720,333", ,Private Sale            , ,Aug-16, ,"$775,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/u_s30ARIXA8b4_OD5JcH3F1in7vZ9ECI5GWRCECjFDc1/129-stephen-street-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown, 2148 with 3 bedrooms and 1 bathroom. This property is on a 1017 square metre block of land. 129 Stephen Street last sold for $775,000 in 2016. ",129,Stephen,Street
563,68326,5577659,273 Bungarribee Road,Blacktown,2148,NSW,-33.774599,150.888427,house,,1,1,2,TRUE,563,3,1,2,660,"$607,333",Private Sale            ,Private Sale            ,Jul-18,Mar-10,"$612,000","$300,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/cHPN_8nTn3KWSnDZsofm0v-c-UnrQ9B_nEPelYSeYJ41/273-bungarribee-road-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown with 3 bedrooms and 1 bathroom. Its postcode is 2148. This property is on a 660 sqm block of land. According to our data, this last sold for $300,000 in March 2010. ",273,Bungarribee,Road
567,128463,5603502,15 Bulli Road,Toongabbie,2146,NSW,-33.790394,150.958344,house,854,1,1,6,TRUE,567,4,1,6,860,"$786,667",Private Sale            , ,Dec-88, ,"$142,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/WireQXUEqj69IAJudIOiq5URR35PVUuZoAjRSAegIOs1/15-bulli-road-toongabbie-nsw-2146_img0.jpg,"15 Bulli Road is a house in Toongabbie with 4 bedrooms and 1 bathroom. Its postcode is 2146. The land area of this property is 860 square metres. In December 1988 it sold for $142,000. ",15,Bulli,Road
568,68294,5608293,23 Brickfield Place,Blacktown,2148,NSW,-33.780293,150.91562,house,,1,1,1,FALSE,568,3,1,1,425,"$582,167",Private Sale            , ,Feb-11, ,"$392,500", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/eroDTqUsZRfNnip5zS27T61r7wh10lZvBh_pOO6YtNo1/23-brickfield-place-blacktown-nsw-2148_img0.jpg,"23 Brickfield Place, Blacktown 2148 NSW is a house. This property has 3 bedrooms and 1 bathroom. The land area is 425 square metres. The last time this property sold was in 2011 for $392,500. ",23,Brickfield,Place
569,3572438,5646479,13 Hawke Place,Kings Langley,2147,NSW,-33.755429,150.941336,house,698,2,2,2,TRUE,569,3,2,2,714,"$811,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/RhdqhWdod3BOcc6GOKWOM_1wbCO_7gvW-G5B0gyFTv41/13-hawke-place-kings-langley-nsw-2147_img0.jpg,This is a house in Kings Langley with 3 bedrooms and 2 bathrooms. Its postcode is 2147. This property is on a 714 square metre block of land. ,13,Hawke,Place
570,2043060,5648642,8 Frederick Street,Blacktown,2148,NSW,-33.752693,150.918526,house,1094,1,1,3,TRUE,570,4,1,3,1102,"$748,333",Private Sale            ,Private Sale            ,Mar-14,May-07,"$330,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/0BEKEp3CVCCiyJoZ4dpcCjesjMo7NdExWscJXy0SISM1/8-frederick-street-blacktown-nsw-2148_img0.jpg,"8 Frederick Street, Blacktown 2148 NSW is a house. This property has 4 bedrooms and 1 bathroom. Its land area is 1102 square metres. Last time it sold was for $695,000, which was in 2014. ",8,Frederick,Street
571,2996355,5654362,314 Seven Hills Road,Kings Langley,2147,NSW,-33.760316,150.9531,house,884,2,2,1,TRUE,571,4,2,1,888,"$771,000",Private Sale            , ,Jan-96, ,"$188,500", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/EUaQdsflanFjrjK0bMM-WXAZCfkY4lwVVROkya4Ap7M1/314-seven-hills-road-kings-langley-nsw-2147_img0.jpg,"314 Seven Hills Road, Kings Langley 2147 NSW is a house. It has 4 bedrooms and 2 bathrooms. Its land area is 888 square metres. Last time it sold was for $188,500, which was in January 1996. ",314,Seven Hills,Road
572,124460,5656706,56 Terrigal Street,Marayong,2148,NSW,-33.746203,150.88434,house,557,1,1,2,FALSE,572,3,1,1,557,"$607,333", ,Private Sale            , ,Oct-07, ,"$325,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/OR2__2dMmBawxzpQt8VYaJ-22kFXFaz1_aWgLc1k9II1/56-terrigal-street-marayong-nsw-2148_img0.jpg,"This is a house in Marayong with 3 bedrooms and 1 bathroom. Its postcode is 2148. The land area is 557 square metres. 56 Terrigal Street last sold for $325,000 in October 2007. ",56,Terrigal,Street
574,216249,5725416,4 Jannarn Grove,Seven Hills,2147,NSW,-33.764911,150.945901,house,562,1,1,3,TRUE,574,3,1,1,567,"$676,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/02KXEQARPHJSftvfv9U8-OZJpOoM_qNQRqMrQV3250E1/4-jannarn-grove-seven-hills-nsw-2147_img0.jpg,"This is a house in Seven Hills, 2147 with 3 bedrooms and 1 bathroom. Its land area is 567 square metres. The last time this property sold was in 2013 for $457,500. ",4,Jannarn,Grove
577,502920,5774089,7 West Street,Blacktown,2148,NSW,-33.779706,150.909471,house,556,2,2,4,TRUE,577,5,2,4,576,"$751,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/B6j6C2yuJHEGgW59GGFMaS4WwoTVPJwjDHurMUj-tK01/7-west-street-blacktown-nsw-2148_img0.jpg,7 West Street is a house in Blacktown with 5 bedrooms and 2 bathrooms. Its postcode is 2148. It is on a block of land that is 576 square metres. ,7,West,Street
578,612899,5776666,42 Merryl Avenue,Old Toongabbie,2146,NSW,-33.791214,150.968405,house,935,2,2,5,TRUE,578,4,0,0,952,"$900,017",Private Sale            ,Private Sale            ,May-01,May-92,"$320,000","$155,000",https://p360images.realestateview.com.au/default/42-merryl-avenue-old-toongabbie-nsw-2146-xl,"42 Merryl Avenue, Old Toongabbie 2146 NSW is a house with 5 bedrooms and 2 bathrooms. The size of this block is 936 sqm. This house last sold for $320,000 in May 2001. ",42,Merryl,Avenue
581,2763658,5804281,10 Hollydale Place,Prospect,2148,NSW,-33.794456,150.9196,house,560,2,2,4,TRUE,581,4,2,2,551,"$834,600",Private Sale            , ,Jan-95, ,"$97,900", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/NKnK4HPmL57NnD4DAJ1BHP85_Ju3jUzMtz3lvuNmg1w1/10-hollydale-place-prospect-nsw-2148_img0.jpg,"10 Hollydale Place, Prospect 2148 NSW is a house. It has 4 bedrooms and 2 bathrooms. It is on a block of land that is 551 sqm. Last time it sold, it went for $97,900, which was in January 1995. ",10,Hollydale,Place
589,193758,5876580,19 Webb Street,North Parramatta,2151,NSW,-33.803505,151.01869,house,714,1,1,2,TRUE,589,0,1,1,703,"$1,123,333", ,Private Sale            , ,Dec-02, ,"$655,000",https://p360images.realestateview.com.au/default/19-webb-street-north-parramatta-nsw-2151-xl,"19 Webb Street, North Parramatta 2151 NSW is a house. It has 1 bedroom and 1 bathroom. This property is on a 703 square metre block of land. Last time it sold was for $655,000, which was in December 2002. ",19,Webb,Street
591,124449,5891800,12 Curran Road,Marayong,2148,NSW,-33.753617,150.891686,house,,1,1,1,FALSE,591,3,1,1,559,"$615,667",Private Sale            , ,Jul-18, , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/ZfKfyzztccYSzEm8PCXoz5mrcWA7MZhZZA6azg1aNZk1/12-curran-road-marayong-nsw-2148_img0.jpg,"12 Curran Road, Marayong 2148 NSW is a house. This property has 3 bedrooms and 1 bathroom. The block size is 559 square metres and the ground is level. When it last sold in 2018, it went for $629,000. ",12,Curran,Road
593,2623404,5928762,6 Hunt Street,North Parramatta,2151,NSW,-33.794003,151.00238,house,,3,3,2,TRUE,593,3,2,2,832,"$952,500",Private Sale            , ,Mar-08, ,"$475,000", ,https://p360images.realestateview.com.au/default/6-hunt-street-north-parramatta-nsw-2151-xl,"6 Hunt Street is a house in North Parramatta with 5 bedrooms and 3 bathrooms. Its postcode is 2151. This property is on a 832 sqm block of land. The last sold price we have on record for this property is $475,000 which is from March 2008. ",6,Hunt,Street
595,123964,5935099,18 Andrew Place,North Rocks,2151,NSW,-33.770624,151.015002,house,903,3,3,4,TRUE,595,5,3,4,864,"$1,407,000", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Jibh9U2x4ZVYnpYjd5B0eR114F4PcdPP2wXbyHtvrJw1/18-andrew-place-north-rocks-nsw-2151_img0.jpg,This is a house in North Rocks with 5 bedrooms and 3 bathrooms. Its postcode is 2151. The size of this block is 864 square metres. ,18,Andrew,Place
598,2598791,5961015,4 Ashgrove Crescent,Blacktown,2148,NSW,-33.789941,150.902613,house,550,1,1,4,TRUE,598,3,1,2,550,"$597,167", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Wl2zmM9ReDUcwc3FaTyLDv5Pks9cmYD18L_bHTg6eyY1/4-ashgrove-crescent-blacktown-nsw-2148_img0.jpg,"4 Ashgrove Crescent, Blacktown 2148 NSW is a house with 3 bedrooms and 1 bathroom. Its block size is 550 sqm. ",4,Ashgrove,Crescent
599,842140,5966214,20 Collett Crescent,Kings Langley,2147,NSW,-33.755518,150.950571,house,721,2,2,3,FALSE,599,5,2,3,721,"$905,500",Private Sale            ,Private Sale            ,Jul-18,Apr-96,"$960,000","$223,500",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/PcnSq5pBrFBVFkY-k1PAm_slGbGLC6SAciKXp--cN1k1/20-collett-crescent-kings-langley-nsw-2147_img0.jpg,"This is a house in Kings Langley, 2147 with 5 bedrooms and 2 bathrooms. The block size is 721 square metres. According to our data, this was last sold for $960,000 in July 2018. ",20,Collett,Crescent
606,4092875,5991580,109 Wall Park Avenue,Blacktown,2148,NSW,-33.775489,150.920684,house,600,2,2,2,TRUE,606,4,2,2,603,"$764,600",Auction            ,Private Sale            ,May-18,Mar-01,"$800,000","$280,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/ch1fMQIwLljBk--HtJfkO0H5Kdri55EhzH2U4586f-81/109-wall-park-avenue-blacktown-nsw-2148_img0.jpg,"109 Wall Park Avenue, Blacktown 2148 NSW is a house. It has 4 bedrooms and 2 bathrooms. It is on a block of land that is 603 square metres. When it last sold in 2018, it went for $800,000. ",109,Wall Park,Avenue
607,68360,6007866,9 Irelands Road,Blacktown,2148,NSW,-33.76399,150.89172,house,1012,1,1,1,TRUE,607,4,1,1,1010,"$676,667",Private Sale            ,Private Sale            ,May-18,Aug-94,"$805,500","$158,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/YSPwNLtWjJ67-pJ29YmzaauJ0VLF-Esl4c2kJXRZl-U1/9-irelands-road-blacktown-nsw-2148_img0.jpg,"9 Irelands Road, Blacktown 2148 NSW is a house with brick veneer walls. This property has 4 bedrooms and 1 bathroom. The block size of this property is 1010 square metres. It was last sold in 1994 for $158,000. ",9,Irelands,Road
608,4071306,6015380,3 Cornelia Road,Toongabbie,2146,NSW,-33.78694,150.9498,house,470,1,1,4,TRUE,608,2,2,4,470,"$647,000", ,Private Sale            , ,Jul-86, ,"$145,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/BQy1rnpsB7bwVJnxfJ27-dbfwQ5KTQm6u1xaLnpZ_uE1/3-cornelia-road-toongabbie-nsw-2146_img0.jpg,"3 Cornelia Road is a house in Toongabbie with 2 bedrooms and 2 bathrooms. Its postcode is 2146. This last sold for $145,000 in July 1986. ",3,Cornelia,Road
609,4092218,6024348,25 Allen Road,Blacktown,2148,NSW,-33.754555,150.919877,house,600,1,1,1,TRUE,609,3,1,1,607,"$633,333",Private Sale            ,Private Sale            ,May-18,Nov-11,"$615,000","$330,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/rAqeQkBfOguCsxfIPuAz7nlxC1uzBNaO3zybF07KxSc1/25-allen-road-blacktown-nsw-2148_img0.jpg,"25 Allen Road, Blacktown 2148 NSW is a house. This property has 3 bedrooms and 1 bathroom. The size of this block is 607 sqm. It was last sold in 2018 for $615,000. ",25,Allen,Road
612,128450,6060040,17 Tucks Road,Toongabbie,2146,NSW,-33.784003,150.958866,house,557,2,2,2,TRUE,612,3,2,2,557,"$774,333", ,Private Sale            , ,Jun-18, ,"$820,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/khCraQOdXBFNl9se8MZ3KpTicRcrXnVlTl7cIO7hOp81/17-tucks-road-toongabbie-nsw-2146_img0.jpg,"17 Tucks Road is a house in Toongabbie with 3 bedrooms and 2 bathrooms. Its postcode is 2146. The land area is 557 square metres. According to our records, this last sold for $820,000 in June 2018. ",17,Tucks,Road
614,338387,6065105,49 Tallawong Avenue,Blacktown,2148,NSW,-33.780418,150.882527,house,645,2,2,3,TRUE,614,3,2,3,618,"$671,000",Private Sale            ,Private Sale            ,Jul-18,Oct-94,"$100,000", ,https://p360images.realestateview.com.au/default/49-tallawong-avenue-blacktown-nsw-2148-xl,"49 Tallawong Avenue is a house in Blacktown with 3 bedrooms and 2 bathrooms. Its postcode is 2148. This property is on a 618 square metre block of land. In October 1994 it sold for $100,000. ",49,Tallawong,Avenue
618,4112308,6081603,61 Picasso Crescent,Old Toongabbie,2146,NSW,-33.784435,150.96909,house,,2,2,3,TRUE,618,4,2,1,563,"$918,667",Private Sale            ,Private Sale            ,Nov-13,Feb-94,"$600,000","$138,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/fbJHoBeNcPIqBFiTXFM4bhyuCqF2dn4aVRdd8gNgmW81/61-picasso-crescent-old-toongabbie-nsw-2146_img0.jpg,"61 Picasso Crescent is a house in Old Toongabbie with 4 bedrooms and 2 bathrooms. Its postcode is 2146. This is on a 563 sqm block of land. It last sold in 2013 for $600,000. ",61,Picasso,Crescent
619,2489300,6082320,2 Sutherland Avenue,Kings Langley,2147,NSW,-33.750901,150.933044,house,697,2,2,3,TRUE,619,3,2,3,736,"$736,667",Private Sale            ,Private Sale            ,Apr-13,Jul-11,"$525,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/gi3Tx5btASL1Y8bbUqCF021J7NrA3QhKkBh2YCGBv0Q1/2-sutherland-avenue-kings-langley-nsw-2147_img0.jpg,"2 Sutherland Avenue, Kings Langley 2147 NSW is a house. This property has 3 bedrooms and 2 bathrooms. This property is on a 736 sqm block of land. The last time this property sold was in 2013 for $550,500. ",2,Sutherland,Avenue
620,68487,6091156,27 Lyton Street,Blacktown,2148,NSW,-33.760371,150.894222,house,562,1,1,1,FALSE,620,0,0,0,0,"$543,333", , , , , , ,https://p360images.realestateview.com.au/default/27-lyton-street-blacktown-nsw-2148-xl,This is a house in Blacktown with 4 bedrooms and 1 bathroom. Its postcode is 2148. Its block size is 473 sqm. ,27,Lyton,Street
622,3531494,6100354,3 Walters Rd,Blacktown,2148,NSW,-33.770545,150.896977,house,,1,1,3,TRUE,622,3,1,3,565,"$598,167",Auction            , ,Feb-89, ,"$207,000", ,https://p360images.realestateview.com.au/default/3-walters-road-blacktown-nsw-2148-xl,"This is a house in Blacktown, 2148 with 3 bedrooms and 1 bathroom. Its block size is 565 sqm. Last time it sold, it went for $207,000, which was in February 1989. ",3,Walters,Road
625,4151533,6105274,17A Lamonerie Street,Toongabbie,2146,NSW,-33.787014,150.95633,house,713,2,2,3,FALSE,625,0,0,0,706,"$703,333",Private Sale            , ,Jul-83, ,"$23,000", ,https://p360images.realestateview.com.au/default/17a-lamonerie-street-toongabbie-nsw-2146-xl,This is on a 706 sqm block of land. ,17A,Lamonerie,Street
633,3927137,6170647,67 Daraya Rd,Marayong,2148,NSW,-33.75053,150.89207,house,658,3,3,2,FALSE,633,5,3,2,673,"$782,667", ,Private Sale            , ,Aug-14, , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Zgns7OouwT1sSbR73WgpHXSEhq1NWhuqIVpgb9_TvyE1/67-daraya-road-marayong-nsw-2148_img0.jpg,"67 Daraya Road, Marayong 2148 NSW is a house with 5 bedrooms and 3 bathrooms. This is on a 673 square metre block of land. According to our records, this was last sold for $609,000 in August 2014. ",67,Daraya,Road
637,1456723,6199710,14 Noora Place,Marayong,2148,NSW,-33.739963,150.897015,house,,2,2,2,FALSE,637,3,2,2,0,"$719,833", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/41uDO1D96XlU49kfX-Rl3N98LlzgEYV1bnRYmF9qSyo1/14-noora-place-marayong-nsw-2148_img0.jpg,14 Noora Place is a house in Marayong with 3 bedrooms and 2 bathrooms. Its postcode is 2148. Its land area is 601 square metres. ,14,Noora,Place
638,2239980,6199816,73 Lamonerie Street,Toongabbie,2146,NSW,-33.7933,150.954565,house,562,1,1,1,TRUE,638,3,2,1,571,"$754,333", ,Private Sale            , ,Feb-10, ,"$425,000",https://p360images.realestateview.com.au/default/73-lamonerie-street-toongabbie-nsw-2146-xl,"73 Lamonerie Street, Toongabbie 2146 NSW is a house. This property has 3 bedrooms and 1 bathroom. The size of this block is 571 square metres. According to our data, this was last sold for $425,000 in February 2010. ",73,Lamonerie,Street
645,3164859,6255664,223 Old Windsor Road,Old Toongabbie,2146,NSW,-33.78916,150.97714,house,556,1,1,1,TRUE,645,0,0,0,587,"$775,017", , , , , , ,https://p360images.realestateview.com.au/default/223-old-windsor-road-old-toongabbie-nsw-2146-xl,The size of this block is 587 sqm. ,223,Old Windsor,Road
650,4150341,6280678,27 Dawn Drive,Seven Hills,2147,NSW,-33.76848,150.9201,house,923,2,2,0,FALSE,650,0,0,0,0,"$650,000", , , , , , ,https://p360images.realestateview.com.au/default/27-dawn-drive-seven-hills-nsw-2147-xl,The block size of this property is 928 square metres. ,27,Dawn,Drive
652,4130465,6294781,50 Bryson Street,Toongabbie,2146,NSW,-33.787167,150.96193,house,,1,1,2,TRUE,652,3,1,2,560,"$717,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/cOO-MqzKfibZJKeouh83Ce9rR3VhlRo3bVsXikwPHqU1/50-bryson-street-toongabbie-nsw-2146_img0.jpg,"50 Bryson Street, Toongabbie 2146 NSW is a house. This property has 3 bedrooms and 1 bathroom. Its land area is 560 sqm. ",50,Bryson,Street
656,974896,6351377,19 Shirley Street,Blacktown,2148,NSW,-33.76893,150.917442,house,556,2,2,4,FALSE,656,0,0,0,0,"$650,000", , , , , , ,https://p360images.realestateview.com.au/default/19-shirley-street-blacktown-nsw-2148-xl,"19 Shirley Street, Blacktown 2148 NSW is a house with 3 bedrooms and 2 bathrooms. The size of this block is 564 square metres. ",19,Shirley,Street
657,305432,6357808,25A Tudor Avenue,Blacktown,2148,NSW,-33.783578,150.91863,house,,2,2,2,TRUE,657,0,0,0,0,"$628,333", , , , , , ,https://p360images.realestateview.com.au/default/25a-tudor-avenue-blacktown-nsw-2148-xl,The land area of this property is 328 square metres. ,25A,Tudor,Avenue
661,1088935,6374503,73 Aliberti Drive,Blacktown,2148,NSW,-33.787308,150.887256,house,450,2,2,2,TRUE,661,4,2,2,450,"$842,500",Private Sale            ,Private Sale            ,Jan-99,Dec-97,"$258,000","$86,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/KJn_DC5-wlV1h88CVyTWo2iHWD5GiGGzYF2aO62b4ig1/73-aliberti-drive-blacktown-nsw-2148_img0.jpg,"73 Aliberti Drive, Blacktown 2148 NSW is a house. This property has 4 bedrooms and 2 bathrooms. It is on a block of land that is 450 square metres. Last time it sold was for $258,000, which was in 1999. ",73,Aliberti,Drive
662,4092213,6394081,5 Anthony Street,Blacktown,2148,NSW,-33.749537,150.91696,house,696,2,2,4,TRUE,662,4,2,4,694,"$925,000", ,Private Sale            , ,Feb-02, ,"$234,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/C_aCQDuAQ6NJONO5w3QWfZVn52uKHdKS21csdj_FPNE1/5-anthony-street-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown with 4 bedrooms and 2 bathrooms. Its postcode is 2148. Its land area is 697 square metres. The last sold price we have on record for 5 Anthony Street Blacktown is $930,000 which is from June 2018. ",5,Anthony,Street
664,2149771,6404776,362 Seven Hills Road,Seven Hills,2147,NSW,-33.763431,150.949214,house,556,1,1,3,TRUE,664,2,1,3,568,"$624,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/ahR2Jr00KXfqfYgOMtBAvMBDT90-lO4aJ7NhiFNSC6g1/362-seven-hills-road-seven-hills-nsw-2147_img0.jpg,362 Seven Hills Road is a house in Seven Hills with 2 bedrooms and 1 bathroom. Its postcode is 2147. It is on a block of land that is 568 sqm. ,362,Seven Hills,Road
